,Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
79,2020-10-23 00:00:00,12983.26,13037.26,12729.82,12941.59,4996.4,64526705.98,12914.65
80,2020-10-24 00:00:00,12940.03,13182.83,12887.38,13122.73,2820.82,36821705.67,13053.53
81,2020-10-25 00:00:00,13115.18,13363.53,12903.74,13039.09,3658.6,47845374.45,13077.5
82,2020-10-26 00:00:00,13041.12,13250.0,12773.5,13066.73,5725.2,74788651.05,13063.07
83,2020-10-27 00:00:00,13065.1,13788.0,13057.09,13647.9,11242.75,151171567.91,13446.13
84,2020-10-28 00:00:00,13642.31,13864.89,12892.0,13274.73,10670.86,142691342.5,13372.05
85,2020-10-29 00:00:00,13275.82,13650.0,12993.0,13468.44,8894.96,118490203.35,13321.05
86,2020-10-30 00:00:00,13456.14,13675.56,13129.26,13562.13,8981.12,120405656.89,13406.53
87,2020-10-31 00:00:00,13569.42,14100.0,13420.97,13816.08,6337.39,87241558.79,13766.16
88,2020-11-01 00:00:00,13799.44,13907.47,13629.31,13762.0,2534.09,34875344.36,13762.5
89,2020-11-02 00:00:00,13762.0,13842.5,13220.0,13563.72,7065.41,95702657.74,13545.24
90,2020-11-03 00:00:00,13578.82,14083.76,13287.7,14041.58,7225.87,98510026.22,13632.97
91,2020-11-04 00:00:00,14041.58,14277.5,13520.87,14160.59,10926.33,151965232.2,13908.17
92,2020-11-05 00:00:00,14168.49,15770.58,14100.0,15605.04,18422.63,275183510.53,14937.25
93,2020-11-06 00:00:00,15608.32,15968.98,15196.01,15598.09,13479.47,209882776.61,15570.55
94,2020-11-07 00:00:00,15603.28,15778.6,14351.0,14838.97,10933.92,164850613.39,15076.99
95,2020-11-08 00:00:00,14829.32,15664.9,14727.19,15489.15,5046.5,76984757.68,15255.08
96,2020-11-09 00:00:00,15484.68,15854.48,14824.66,15332.04,14466.08,222261730.9,15364.34
97,2020-11-10 00:00:00,15349.32,15482.76,15092.47,15313.65,8966.48,137414341.91,15325.34
98,2020-11-11 00:00:00,15314.94,15991.01,15290.85,15707.89,10013.26,156732759.25,15652.51
99,2020-11-12 00:00:00,15702.0,16369.99,15481.0,16300.0,16261.47,259198499.72,15939.42
100,2020-11-13 00:00:00,16300.0,16494.52,15970.33,16335.58,7843.22,127681269.23,16279.18
101,2020-11-14 00:00:00,16339.06,16341.89,15715.1,16086.34,5046.33,80655331.91,15982.98
102,2020-11-15 00:00:00,16092.8,16170.0,15786.46,15975.49,3225.71,51544809.35,15979.39
103,2020-11-16 00:00:00,15975.49,16894.93,15875.5,16724.62,7511.71,123266891.1,16409.95
104,2020-11-17 00:00:00,16727.85,17868.0,16570.0,17680.63,9824.74,169577027.74,17260.21
105,2020-11-18 00:00:00,17681.77,18483.0,17041.47,17785.95,15717.92,280945357.61,17874.21
106,2020-11-19 00:00:00,17792.96,18189.97,17346.62,17825.47,10506.7,186936815.96,17792.16
107,2020-11-20 00:00:00,17822.37,18824.88,17755.81,18687.65,10020.01,184068115.5,18370.05
108,2020-11-21 00:00:00,18685.08,18977.0,18333.45,18725.0,5937.51,111093107.9,18710.4
109,2020-11-22 00:00:00,18726.43,18770.55,17600.0,18435.2,6417.22,117382677.73,18291.83
110,2020-11-23 00:00:00,18432.6,18786.31,18001.95,18383.35,9412.09,173587680.28,18443.06
111,2020-11-24 00:00:00,18386.92,19442.13,18068.56,19160.85,13262.83,251204225.16,18940.47
112,2020-11-25 00:00:00,19175.13,19490.0,18470.91,18732.43,8962.62,170770460.46,19053.63
113,2020-11-26 00:00:00,18727.24,18911.04,16218.0,17160.09,21424.99,367461144.57,17151.06
114,2020-11-27 00:00:00,17168.31,17471.89,16435.47,17154.39,8964.83,151877681.86,16941.5
115,2020-11-28 00:00:00,17160.38,17896.03,16875.01,17741.79,4471.52,77855085.76,17411.32
116,2020-11-29 00:00:00,17724.41,18352.47,17534.87,18192.03,3736.16,67393875.41,18038.28
117,2020-11-30 00:00:00,18196.75,19864.15,18196.75,19700.19,10612.67,202854958.36,19114.41
118,2020-12-01 00:00:00,19703.53,19918.01,18100.0,18771.43,11799.59,225745303.6,19131.62
119,2020-12-02 00:00:00,18773.21,19346.9,18334.0,19226.55,6749.36,127787962.16,18933.33
120,2020-12-03 00:00:00,19220.09,19621.0,18881.62,19448.4,6196.53,119698552.79,19317.04
121,2020-12-04 00:00:00,19439.94,19552.5,18573.89,18673.76,6261.7,119320703.11,19055.65
122,2020-12-05 00:00:00,18650.08,19185.17,18500.0,19162.16,2376.72,45099564.95,18975.52
123,2020-12-06 00:00:00,19162.17,19418.39,18870.62,19380.58,2503.45,47970667.29,19161.79
124,2020-12-07 00:00:00,19385.13,19431.0,18905.0,19173.5,4323.27,82914592.37,19178.67
125,2020-12-08 00:00:00,19183.13,19300.55,18163.52,18316.43,5979.97,112420360.67,18799.5
126,2020-12-09 00:00:00,18311.31,18654.92,17640.33,18556.64,8906.95,162438255.41,18237.26
127,2020-12-10 00:00:00,18546.38,18562.13,17908.0,18250.3,6784.46,123858294.23,18256.19
128,2020-12-11 00:00:00,18250.3,18290.43,17569.58,18040.02,6687.92,119696677.08,17897.44
129,2020-12-12 00:00:00,18031.23,18956.46,18022.55,18815.63,3515.33,65052423.89,18505.37
130,2020-12-13 00:00:00,18806.83,19416.64,18628.1,19162.36,4251.96,81378675.48,19139.09
131,2020-12-14 00:00:00,19151.82,19346.9,18979.21,19274.33,3618.38,69353305.92,19166.97
132,2020-12-15 00:00:00,19274.33,19567.84,19050.0,19434.87,6750.77,130572007.93,19341.79
133,2020-12-16 00:00:00,19434.55,21576.76,19277.66,21365.7,14974.62,305411951.27,20395.3
134,2020-12-17 00:00:00,21358.96,23777.0,21244.04,22814.24,22626.69,515466569.05,22781.35
135,2020-12-18 00:00:00,22829.89,23284.68,22360.93,23136.14,11360.34,259866354.57,22874.88
136,2020-12-19 00:00:00,23142.05,24217.38,22719.78,23842.99,8672.04,203709712.93,23490.41
137,2020-12-20 00:00:00,23842.38,24298.04,23092.77,23470.85,5095.96,120302318.26,23607.38
138,2020-12-21 00:00:00,23470.85,24123.83,21864.86,22732.01,12675.13,291898841.06,23029.26
139,2020-12-22 00:00:00,22750.07,23843.21,22383.59,23835.1,9367.61,216786900.44,23142.18
140,2020-12-23 00:00:00,23819.08,24096.9,22624.92,23247.71,11541.97,271104879.96,23488.62
141,2020-12-24 00:00:00,23215.0,23779.14,22700.1,23726.28,7185.48,166747478.67,23206.16
142,2020-12-25 00:00:00,23747.22,24777.0,23403.82,24705.15,6469.23,156127792.99,24133.91
143,2020-12-26 00:00:00,24714.01,26809.5,24485.32,26466.28,7491.46,191884953.51,25613.82
144,2020-12-27 00:00:00,26472.89,28377.94,25770.0,26259.6,13234.33,358402043.14,27081.23
145,2020-12-28 00:00:00,26242.82,27473.49,26079.6,27037.91,7987.78,215371703.98,26962.66
146,2020-12-29 00:00:00,27037.9,27395.0,25831.85,27370.0,9577.28,255273840.61,26654.11
147,2020-12-30 00:00:00,27370.0,29010.32,27328.37,28881.3,11741.73,330879918.31,28179.82
148,2020-12-31 00:00:00,28893.21,29300.0,27930.75,28992.79,9477.68,273138207.62,28819.11
149,2021-01-01 00:00:00,28999.63,29700.0,28720.0,29402.64,8781.47,257112705.02,29279.02
150,2021-01-02 00:00:00,29410.77,33333.0,29050.0,32216.53,17867.88,560132127.87,31348.55
151,2021-01-03 00:00:00,32216.51,34800.0,31977.45,33097.83,14160.58,473869490.4,33463.99
152,2021-01-04 00:00:00,33068.83,33669.76,27734.0,32005.88,22446.94,698096326.1,31099.84
153,2021-01-05 00:00:00,32054.23,34500.0,29936.26,34039.05,14806.5,478865488.76,32341.58
154,2021-01-06 00:00:00,34081.24,37050.83,33348.27,36849.94,19219.29,672280072.65,34979.45
155,2021-01-07 00:00:00,36875.96,40402.46,36327.5,39510.49,23102.26,884801285.59,38299.34
156,2021-01-08 00:00:00,39510.59,42000.0,36618.36,40667.07,22183.95,887158778.46,39991.02
157,2021-01-09 00:00:00,40682.76,41422.77,38788.16,40239.06,8535.85,344406738.02,40348.28
158,2021-01-10 00:00:00,40239.06,41450.0,34322.07,38173.73,16219.0,625303825.33,38553.79
159,2021-01-11 00:00:00,38164.88,38261.39,30261.13,35455.58,40786.96,1369433668.2,33575.28
160,2021-01-12 00:00:00,35449.71,36639.23,32479.91,34035.02,18267.87,635329603.58,34778.52
161,2021-01-13 00:00:00,34035.02,37800.0,32327.76,37393.49,13662.39,474782173.76,34751.04
162,2021-01-14 00:00:00,37393.49,40112.78,36717.23,39134.35,10923.5,421721110.06,38606.76
163,2021-01-15 00:00:00,39147.98,39694.0,34380.0,36756.57,13499.12,496821058.3,36803.97
164,2021-01-16 00:00:00,36778.66,37944.12,35350.0,36000.0,7688.58,282920940.58,36797.54
165,2021-01-17 00:00:00,36013.51,36839.0,33833.55,35819.25,6821.71,241414408.93,35389.12
166,2021-01-18 00:00:00,35826.36,37449.86,34777.85,36616.95,6251.21,225869723.74,36132.13
167,2021-01-19 00:00:00,36665.82,37874.71,35888.0,35917.62,6578.86,242901589.42,36921.54
168,2021-01-20 00:00:00,35888.13,36440.1,33400.0,35496.91,12160.47,423937676.54,34861.96
169,2021-01-21 00:00:00,35516.17,35620.96,30044.16,30818.18,21214.64,685698441.17,32321.94
170,2021-01-22 00:00:00,30817.86,33864.85,28800.0,32992.06,17019.58,533796043.83,31363.64
171,2021-01-23 00:00:00,32989.1,33468.46,31426.11,32117.49,5255.75,169926965.0,32331.66
172,2021-01-24 00:00:00,32098.38,33075.75,30960.77,32288.83,4658.71,149505960.2,32091.71
173,2021-01-25 00:00:00,32289.06,34888.0,31939.12,32261.22,10038.76,336155467.24,33485.77
174,2021-01-26 00:00:00,32264.15,32953.28,30847.4,32504.53,11554.91,369700342.66,31995.08
175,2021-01-27 00:00:00,32521.65,32580.12,29150.49,30424.62,22403.71,690250535.6,30809.66
176,2021-01-28 00:00:00,30427.34,33870.58,29899.99,33484.87,17879.36,571659889.84,31973.18
177,2021-01-29 00:00:00,33488.66,38620.0,31990.0,34249.64,31439.62,1118437871.48,35574.15
178,2021-01-30 00:00:00,34265.71,34931.39,32860.0,34323.0,7281.29,247478982.84,33988.36
179,2021-01-31 00:00:00,34300.19,34380.21,32193.7,33141.38,4750.12,158177584.18,33299.68
180,2021-02-01 00:00:00,33110.32,34736.1,32333.01,33532.74,8374.06,282967656.28,33790.99
181,2021-02-02 00:00:00,33497.16,36008.67,33431.67,35522.16,7225.87,251901236.88,34861.05
182,2021-02-03 00:00:00,35496.91,37732.87,35382.45,37691.63,8777.33,321601925.43,36640.05
183,2021-02-04 00:00:00,37693.0,38748.52,36197.65,36996.32,11762.8,440616261.38,37458.44
184,2021-02-05 00:00:00,36984.28,38359.69,36618.36,38320.0,5211.97,196644312.09,37729.33
185,2021-02-06 00:00:00,38320.0,41025.48,38230.81,39282.1,8635.66,344009199.11,39835.89
186,2021-02-07 00:00:00,39274.8,39727.44,37412.93,38858.39,5973.24,230396414.04,38571.43
187,2021-02-08 00:00:00,38870.36,46712.12,38050.97,46416.45,19053.71,820630078.34,43069.3
188,2021-02-09 00:00:00,46445.51,48216.09,45000.0,46505.2,12505.08,584053282.64,46705.27
189,2021-02-10 00:00:00,46493.9,47364.09,43746.06,44854.63,9483.33,432009473.92,45554.62
190,2021-02-11 00:00:00,44854.63,48696.84,44040.96,47981.48,9390.82,440171574.48,46872.56
191,2021-02-12 00:00:00,48044.88,49000.0,46231.16,47395.84,5970.14,283871530.3,47548.59
192,2021-02-13 00:00:00,47424.25,48220.0,46133.0,47228.48,4271.67,201291070.81,47122.31
193,2021-02-14 00:00:00,47258.66,49714.66,47081.02,48662.5,5201.69,253563723.51,48746.38
194,2021-02-15 00:00:00,48620.48,49048.82,45914.75,47942.57,6924.33,329015293.13,47515.8
195,2021-02-16 00:00:00,47954.05,50602.53,47036.02,49166.53,8376.08,410409532.97,48997.83
196,2021-02-17 00:00:00,49136.7,52640.0,48896.19,52174.28,9571.65,488157711.35,51000.38
197,2021-02-18 00:00:00,52141.23,52566.98,50869.61,51579.54,6330.14,328222293.62,51850.69
198,2021-02-19 00:00:00,51560.46,56399.99,50627.32,55988.58,9229.78,497300982.01,53880.03
199,2021-02-20 00:00:00,56000.59,57553.81,54000.0,55936.04,5187.25,292226077.61,56335.45
200,2021-02-21 00:00:00,55919.75,58354.14,55537.99,57492.91,3562.97,203651061.88,57157.68
201,2021-02-22 00:00:00,57485.74,57564.19,47400.0,54173.65,17002.83,911155318.0,53588.44
202,2021-02-23 00:00:00,54173.64,54196.58,44845.72,48887.93,17766.4,859766472.9,48392.84
203,2021-02-24 00:00:00,48927.33,51459.51,47000.0,49754.0,8774.37,437575637.75,49869.77
204,2021-02-25 00:00:00,49715.13,52079.16,46723.0,47088.58,7920.69,394705022.15,49832.13
205,2021-02-26 00:00:00,47070.18,48476.62,44151.97,46314.83,8126.23,377583642.41,46464.81
206,2021-02-27 00:00:00,46324.15,48365.31,45050.0,46109.98,3071.57,144219099.22,46952.92
207,2021-02-28 00:00:00,46142.1,46659.88,43021.0,45240.96,6668.92,297110731.73,44551.56
208,2021-03-01 00:00:00,45261.56,49831.52,45020.25,49629.33,8512.76,408545516.05,47992.14
209,2021-03-02 00:00:00,49641.89,50250.0,47069.52,48516.35,4945.79,240307216.2,48588.25
210,2021-03-03 00:00:00,48438.0,52652.82,48168.45,50379.68,6151.49,312878268.25,50862.22
211,2021-03-04 00:00:00,50376.05,51817.54,47500.0,48360.5,5641.61,277946250.32,49267.17
212,2021-03-05 00:00:00,48353.09,49471.24,46294.0,48739.21,5219.25,248715104.5,47653.45
213,2021-03-06 00:00:00,48774.67,49200.0,47082.29,48904.63,2141.06,103397091.79,48292.47
214,2021-03-07 00:00:00,48933.12,51477.53,48933.12,50967.3,2818.45,142113260.95,50422.49
215,2021-03-08 00:00:00,50952.55,52427.8,49316.98,52427.8,4419.56,224764289.96,50856.7
216,2021-03-09 00:00:00,52427.8,54939.26,51857.0,54929.02,5428.89,293049381.26,53979.59
217,2021-03-10 00:00:00,54927.29,57402.89,53010.0,55852.29,6916.28,384921865.63,55654.48
218,2021-03-11 00:00:00,55918.09,58155.99,54269.0,57772.09,6640.49,374115964.6,56338.63
219,2021-03-12 00:00:00,57847.92,58098.5,55011.0,57271.04,5232.31,296734625.07,56711.97
220,2021-03-13 00:00:00,57297.67,61781.83,56080.96,61165.19,6187.83,369229473.63,59670.23
221,2021-03-14 00:00:00,61177.03,61700.0,58959.57,59016.39,3274.12,197852123.43,60429.06
222,2021-03-15 00:00:00,58956.9,60595.13,54555.0,55644.37,7725.21,441393192.83,57136.69
223,2021-03-16 00:00:00,55616.42,56950.0,53221.0,56908.34,7733.23,425732104.61,55052.32
224,2021-03-17 00:00:00,56928.38,58968.8,54124.0,58901.8,5840.08,328989895.67,56333.14
225,2021-03-18 00:00:00,58939.73,60083.25,57000.0,57648.05,5516.46,323184873.87,58585.51
226,2021-03-19 00:00:00,57648.01,59450.95,56279.34,58072.0,3523.48,205444123.77,58307.12
227,2021-03-20 00:00:00,58029.94,59957.0,57815.61,58138.39,2382.95,140165671.55,58820.34
228,2021-03-21 00:00:00,58072.87,58632.52,55500.0,57381.79,3628.8,207594290.21,57207.46
229,2021-03-22 00:00:00,57410.54,58461.78,53715.0,54070.92,6566.97,367675163.01,55988.58
230,2021-03-23 00:00:00,54117.71,55866.44,52933.03,54361.57,4996.46,272932193.41,54625.07
231,2021-03-24 00:00:00,54360.07,57207.33,51638.76,52287.52,6867.56,377085277.59,54908.15
232,2021-03-25 00:00:00,52281.77,53271.59,50360.0,51326.11,6682.62,346759323.04,51889.75
233,2021-03-26 00:00:00,51292.65,55114.86,51263.38,55081.37,4874.25,259910992.19,53323.27
234,2021-03-27 00:00:00,55081.26,56686.15,53948.35,55839.42,2609.97,144366052.02,55313.35
235,2021-03-28 00:00:00,55817.85,56573.04,54677.51,55790.92,2073.45,115465189.06,55687.49
236,2021-03-29 00:00:00,55790.28,58402.68,54892.42,57600.1,5360.43,306951542.4,57262.53
237,2021-03-30 00:00:00,57623.66,59388.66,57011.0,58760.59,3392.34,198361832.16,58473.48
238,2021-03-31 00:00:00,58767.75,59816.17,56713.45,58782.58,4595.25,269467568.88,58640.43
239,2021-04-01 00:00:00,58789.96,59490.0,57935.42,58728.53,2786.58,163922679.26,58825.74
240,2021-04-02 00:00:00,58744.0,60103.04,58450.0,59003.6,2564.6,152279790.21,59377.6
241,2021-04-03 00:00:00,58967.61,59801.39,56922.0,57064.42,1663.27,97443951.17,58585.83
242,2021-04-04 00:00:00,57064.13,58501.0,56466.25,58212.18,1440.63,82940646.5,57572.41
243,2021-04-05 00:00:00,58213.69,59280.0,56800.0,59125.0,2402.44,140036218.67,58289.23
244,2021-04-06 00:00:00,59135.36,59473.9,57216.0,58018.3,2711.4,158094310.14,58307.31
245,2021-04-07 00:00:00,58024.9,58668.0,55441.93,55932.83,5454.58,309187618.4,56684.07
246,2021-04-08 00:00:00,55912.38,58145.49,55680.4,58096.6,4586.81,262708078.4,57274.72
247,2021-04-09 00:00:00,58066.18,58890.25,57657.43,58109.56,2660.65,154927754.71,58229.33
248,2021-04-10 00:00:00,58129.02,61222.22,57870.0,59766.93,3917.95,235221060.94,60036.76
249,2021-04-11 00:00:00,59773.19,60679.0,59165.15,59979.26,1822.72,108992684.45,59796.71
250,2021-04-12 00:00:00,59972.26,61234.56,59361.11,59831.66,3707.44,223073719.7,60169.26
251,2021-04-13 00:00:00,59814.87,63769.0,59780.0,63564.48,5711.53,354930338.57,62142.81
252,2021-04-14 00:00:00,63605.69,64895.22,61327.0,62986.09,6002.89,380071318.57,63314.69
253,2021-04-15 00:00:00,62954.2,63855.37,61998.9,63239.19,3433.45,216131742.16,62948.87
254,2021-04-16 00:00:00,63247.24,63580.4,60042.04,61436.24,5778.82,355268677.28,61477.76
255,2021-04-17 00:00:00,61436.23,62596.48,59676.67,60032.29,3091.48,188928025.34,61112.41
256,2021-04-18 00:00:00,60048.82,60433.81,51541.16,56280.6,12869.86,715234836.74,55574.41
257,2021-04-19 00:00:00,56260.83,57633.0,54252.88,55694.55,5791.24,326058564.5,56302.04
258,2021-04-20 00:00:00,55694.55,57119.0,53400.0,56503.19,5863.88,325428136.65,55497.04
259,2021-04-21 00:00:00,56493.02,56850.0,53628.79,53806.24,4578.26,253524186.53,55375.7
260,2021-04-22 00:00:00,53823.48,55491.8,50450.01,51683.95,7838.96,418259265.85,53356.5
261,2021-04-23 00:00:00,51693.98,52131.34,47555.0,51176.65,11649.32,577912581.65,49609.13
262,2021-04-24 00:00:00,51177.77,51227.38,48713.34,50118.94,3445.14,172117188.17,49959.47
263,2021-04-25 00:00:00,50126.34,50608.94,47004.2,49128.43,4167.44,205165626.69,49230.66
264,2021-04-26 00:00:00,49122.75,54404.78,48823.01,54073.41,6046.8,320174846.35,52949.5
265,2021-04-27 00:00:00,54015.32,55519.37,53325.75,55091.39,4111.13,224672450.74,54649.87
266,2021-04-28 00:00:00,55094.73,56500.0,53811.49,54901.97,4542.51,249026460.74,54821.34
267,2021-04-29 00:00:00,54898.45,55239.33,52379.9,53593.97,4172.68,223849381.69,53646.47
268,2021-04-30 00:00:00,53585.93,58008.0,53087.15,57775.27,4809.18,267530998.29,55629.21
269,2021-05-01 00:00:00,57790.66,58549.0,57049.63,57851.91,2248.56,130023044.02,57825.14
270,2021-05-02 00:00:00,57893.01,57967.01,56064.51,56622.66,1887.08,107163777.57,56788.02
271,2021-05-03 00:00:00,56599.91,59000.0,56500.0,57222.37,3636.52,210577616.83,57906.4
